LotFrontage,LotArea,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,TotalSF,TotalBaths,TotalPorchSF,HouseAge,RemodAge,IsRemodeled,HasGarage,HasFireplace,MSZoning_RL,MSZoning_RM,MSZoning_C (all),LotConfig_Corner,LotConfig_CulDSac,LandContour_Lvl,Neighborhood_NridgHt,Neighborhood_Crawfor,Neighborhood_NAmes,Neighborhood_Edwards,Neighborhood_IDOTRR,Neighborhood_OldTown,Condition1_Artery,BldgType_1Fam,HouseStyle_2Story,HouseStyle_1.5Fin,RoofStyle_Gable,RoofStyle_Hip,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_BrkComm,Exterior2nd_VinylSd,Exterior2nd_Brk Cmn,MasVnrType_BrkFace,Foundation_CBlock,Foundation_PConc,Foundation_BrkTil,CentralAir_Y,CentralAir_N,Electrical_SBrkr,GarageType_Detchd,GarageType_Attchd,SaleType_WD,SaleCondition_Normal,SaleCondition_Abnorml,SaleCondition_Family,MSSubClass_30,MSSubClass_20,MoSold_8,MoSold_6,MoSold_3,MoSold_7,MoSold_2,MoSold_12,MoSold_11,YrSold_2007,YrSold_2009,YrSold_2008,YrSold_2010,YrSold_2006
57.0,8846,3,3,5,5,1996,1996,0.0,4,3,4,3,3,6,298,1,0,572,870,5,914,0,914,0,1,0,2,3,5,8,0,0,1998.0,1,2,576,2,0,0,0,0,1784,1.0,0,10,10,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
60.0,10800,4,3,5,8,1936,1989,0.0,3,3,2,3,1,5,626,1,0,170,796,4,1096,370,1466,0,2,0,3,4,7,7,1,3,1950.0,1,2,566,2,436,21,0,0,2262,2.5,21,70,17,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60.0,6600,4,3,5,5,1962,1962,0.0,3,3,3,3,1,1,0,1,0,894,894,4,894,0,894,0,1,0,2,3,5,8,0,0,1962.0,1,1,308,2,0,0,0,0,1788,1.0,0,47,47,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
78.0,10335,3,3,7,5,1999,1999,183.0,4,3,4,3,4,6,679,1,0,811,1490,5,1501,0,1501,1,2,0,3,4,6,8,0,0,1999.0,2,2,577,2,144,29,0,0,2991,3.0,29,10,10,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
60.0,6155,3,3,6,8,1920,1999,0.0,3,3,2,2,2,1,0,1,0,611,611,5,751,611,1362,0,2,0,3,3,6,8,0,0,1920.0,3,2,502,2,0,0,84,0,1973,2.0,84,88,9,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
63.0,8063,4,3,6,5,2000,2000,0.0,3,3,4,3,1,1,0,1,0,924,924,5,948,742,1690,0,2,1,3,3,7,8,1,3,2000.0,2,2,463,2,100,48,0,0,2614,2.5,48,7,7,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
85.0,14536,4,3,8,5,2002,2003,236.0,4,3,4,3,3,6,1300,1,0,316,1616,5,1629,0,1629,1,2,0,3,4,9,8,1,4,2002.0,3,3,808,2,0,252,0,0,3245,3.0,252,5,4,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
60.0,8400,4,3,6,5,1925,1950,0.0,3,3,3,3,1,3,423,1,0,758,1181,2,1390,304,1694,0,2,0,4,3,7,8,1,4,1925.0,1,2,576,2,342,0,128,0,2875,2.0,128,83,58,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
60.0,6000,4,3,6,6,1941,1950,0.0,3,4,3,4,1,5,375,1,0,360,735,5,869,349,1218,0,1,0,3,3,6,8,1,4,2003.0,1,2,440,2,0,0,0,0,1953,1.5,0,66,57,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
70.0,8750,4,3,7,5,1994,1995,0.0,4,4,4,3,1,6,642,1,0,273,915,5,933,975,1908,1,2,1,4,4,8,8,1,3,1994.0,1,2,493,2,144,133,0,0,2823,3.5,133,14,13,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
73.0,12735,3,3,4,5,1972,1972,0.0,3,3,3,3,1,4,600,1,0,264,864,3,864,0,864,0,1,0,3,3,5,8,0,0,1980.0,1,2,576,2,216,0,0,0,1728,1.0,0,36,36,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
120.0,13728,4,3,6,7,1935,1986,0.0,3,3,3,3,1,3,626,1,0,501,1127,5,1236,872,2108,0,2,0,4,4,7,8,2,3,1935.0,1,2,540,2,0,0,0,90,3235,2.0,90,73,22,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
43.0,3182,4,3,7,5,2005,2006,16.0,4,3,4,3,3,6,16,1,0,1357,1373,5,1555,0,1555,0,2,0,2,4,7,8,1,3,2005.0,3,2,430,2,143,20,0,0,2928,2.0,20,4,3,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80.0,10721,3,3,6,6,1959,1959,243.0,4,3,3,3,1,1,0,1,0,1252,1252,5,1252,0,1252,0,1,0,3,4,7,8,0,0,1960.0,1,2,528,2,0,39,0,0,2504,1.0,39,49,49,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
174.0,15138,3,3,8,5,1995,1996,506.0,4,3,4,3,1,6,689,1,0,773,1462,5,1490,1304,2794,1,2,1,4,5,9,8,1,3,1995.0,3,3,810,2,0,146,202,0,4256,3.5,348,14,13,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
65.0,8125,4,3,7,5,2005,2006,0.0,4,3,4,3,1,1,0,1,0,756,756,5,756,797,1553,0,2,1,3,4,6,8,0,0,2005.0,2,2,615,2,0,45,0,0,2309,2.5,45,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
34.0,4060,4,3,6,5,1998,1999,0.0,4,3,4,3,1,6,266,1,0,1139,1405,5,1337,0,1337,1,2,0,2,4,5,8,0,0,1998.0,3,2,511,2,144,68,0,0,2742,3.0,68,10,9,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
72.0,10011,3,3,5,6,1957,1996,64.0,3,3,3,3,1,4,360,1,0,710,1070,3,1236,0,1236,0,1,0,2,4,6,7,1,2,1957.0,1,1,447,2,0,0,0,0,2306,1.5,0,49,10,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
60.0,10440,4,3,5,6,1910,1981,0.0,3,3,3,3,1,1,0,1,0,440,440,4,682,548,1230,0,1,1,2,3,5,8,0,0,1966.0,1,2,440,2,74,0,128,0,1670,1.5,128,99,28,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
55.0,6240,4,3,5,4,1936,1950,0.0,3,3,4,3,1,1,0,1,0,896,896,4,896,448,1344,0,1,0,3,3,7,8,0,0,1936.0,1,1,240,2,200,114,0,0,2240,1.0,114,70,56,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
114.0,14803,4,3,10,5,2007,2008,816.0,5,3,5,3,3,6,1636,1,0,442,2078,5,2084,0,2084,1,2,0,2,5,7,8,1,4,2007.0,3,3,1220,2,188,45,0,0,4162,3.0,45,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
60.0,6000,4,3,5,5,1926,1950,0.0,3,2,3,3,1,1,0,1,0,1008,1008,5,1008,0,1522,0,2,0,4,3,7,8,0,0,0.0,0,0,0,1,0,0,138,0,2016,2.0,138,80,56,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
71.0,9945,3,3,5,5,1961,1961,57.0,3,3,3,3,1,3,827,1,0,161,988,3,988,0,988,1,1,0,3,3,5,8,0,0,1963.0,1,2,572,2,0,0,0,0,1976,2.0,0,46,46,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
63.0,9125,3,3,7,5,1992,1992,170.0,3,3,4,3,1,1,0,1,0,384,384,4,812,670,1482,0,2,1,3,4,7,8,1,3,1992.0,3,2,392,2,100,25,0,0,1866,2.5,25,15,15,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
64.0,7406,4,3,7,5,2006,2006,84.0,4,3,4,3,3,6,684,1,0,515,1199,5,1220,0,1220,1,2,0,2,4,6,8,0,0,2006.0,2,2,632,2,105,54,0,0,2419,3.0,54,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
102.0,17920,4,3,5,4,1955,1974,0.0,3,3,3,3,2,5,306,3,1085,372,1763,3,1779,0,1779,1,1,1,3,3,6,8,1,4,1955.0,1,2,454,2,0,418,0,312,3542,2.5,730,51,32,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
78.0,10335,3,3,5,6,1968,1993,0.0,3,3,3,3,1,3,570,1,0,891,1461,4,1721,0,1721,0,2,1,3,3,7,7,1,3,1968.0,2,2,440,2,0,96,180,0,3182,2.5,276,38,13,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
109.0,8724,4,3,5,5,1968,1968,0.0,3,3,4,3,1,4,492,1,0,402,894,4,894,0,894,0,1,0,3,3,5,8,1,1,1968.0,3,2,450,2,0,0,0,0,1788,1.0,0,39,39,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
75.0,7875,4,3,5,6,1961,1961,136.0,3,3,3,3,1,3,572,1,0,572,1144,4,1144,0,1144,1,1,0,3,3,6,8,0,0,1961.0,1,2,456,2,0,0,0,0,2288,2.0,0,47,47,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
73.5,4403,2,3,7,5,2009,2009,432.0,5,3,5,3,3,6,578,1,0,892,1470,5,1478,0,1478,1,2,1,2,4,7,8,1,4,2009.0,3,2,484,2,0,144,0,0,2948,3.5,144,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
75.0,10382,4,3,6,5,1958,1958,105.0,3,2,3,3,4,5,513,1,0,75,588,3,1095,0,1095,1,1,0,2,3,6,8,0,0,1958.0,2,1,264,2,0,0,0,0,1683,2.0,0,48,48,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
70.0,9100,4,3,5,5,1958,1958,0.0,3,3,3,3,1,4,521,2,174,169,864,3,864,0,864,1,1,0,3,3,5,8,0,0,1964.0,1,2,624,2,0,0,0,0,1728,2.0,0,48,48,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
50.0,9000,4,3,7,9,1920,1988,0.0,3,4,3,3,1,5,624,1,0,26,650,5,832,650,1482,0,1,0,3,3,7,8,0,0,1930.0,1,2,324,2,0,0,0,0,2132,1.5,0,89,21,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
80.0,9600,4,3,5,6,1959,1959,132.0,3,3,3,3,1,5,991,1,0,50,1041,5,1041,0,1041,1,1,0,3,3,6,8,0,0,1959.0,2,1,270,2,224,88,0,0,2082,2.0,88,50,50,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
95.0,11639,4,3,7,5,2007,2008,0.0,4,3,4,3,1,1,0,1,0,1428,1428,5,1428,0,1428,0,2,0,3,4,6,8,0,0,2007.0,3,2,480,2,0,120,0,0,2856,2.0,120,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
79.0,5271,3,2,7,5,1986,1986,0.0,3,3,4,3,4,6,1082,1,0,371,1453,4,1453,0,1453,1,1,1,2,4,6,8,1,3,1986.0,2,2,445,2,0,80,0,184,2906,2.5,264,20,20,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
50.0,8405,4,3,5,8,1900,1950,0.0,3,3,3,4,1,3,241,4,391,229,861,5,961,406,1367,1,1,0,4,3,7,8,0,0,1978.0,1,1,384,2,0,130,112,0,2228,2.0,242,108,58,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
65.0,8450,4,3,7,5,2003,2003,196.0,4,3,4,3,1,6,706,1,0,150,856,5,856,854,1710,1,2,1,3,4,8,8,0,0,2003.0,2,2,548,2,0,61,0,0,2566,3.5,61,5,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
80.0,18800,3,3,6,5,1976,1976,120.0,3,3,4,3,2,6,712,1,0,84,796,3,790,784,1574,1,2,1,3,3,6,8,1,3,1976.0,3,2,566,2,306,111,0,0,2370,3.5,111,30,30,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
70.0,11767,4,3,5,6,1946,1995,0.0,3,3,3,3,1,4,352,1,0,416,768,5,768,432,1200,0,1,0,3,3,6,8,0,0,1946.0,1,1,240,2,0,0,0,0,1968,1.0,0,62,13,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
73.0,12925,3,3,6,7,1970,1970,0.0,3,3,3,3,2,4,865,1,0,340,1205,5,2117,0,2117,0,2,1,4,3,7,8,2,4,1970.0,3,2,550,2,0,42,0,0,3322,2.5,42,38,38,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
50.0,5925,4,3,4,7,1937,2000,435.0,3,3,2,3,1,3,168,1,0,739,907,3,1131,0,1131,0,1,0,2,3,7,8,0,0,1995.0,1,2,672,2,0,72,0,0,2038,1.0,72,70,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
71.0,12328,3,3,6,5,1976,1976,335.0,3,3,3,3,3,6,539,1,0,473,1012,3,1034,0,1034,1,1,0,3,3,6,8,0,0,1976.0,1,3,888,2,0,0,0,0,2046,2.0,0,34,34,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
89.0,11645,3,3,7,5,2004,2004,0.0,4,3,4,3,1,1,0,1,0,860,860,5,860,860,1720,0,2,1,3,4,7,8,0,0,2004.0,2,2,565,2,0,70,0,0,2580,2.5,70,2,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
73.0,10530,3,3,6,5,1971,1971,0.0,3,3,3,3,1,5,282,2,35,664,981,3,981,0,981,1,1,1,3,3,5,8,0,0,1979.0,1,2,576,2,0,312,40,0,1962,2.5,352,36,36,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
53.0,5362,4,3,5,6,1910,2003,0.0,3,3,3,3,1,1,0,1,0,661,661,5,661,589,1250,0,2,0,3,3,8,8,1,4,1985.0,1,2,552,2,242,0,81,0,1911,2.0,81,97,4,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
55.0,10592,4,3,6,7,1923,1996,0.0,3,4,3,2,1,1,0,1,0,602,602,3,900,602,1502,0,1,1,3,4,7,8,2,3,1923.0,1,1,180,2,96,0,112,53,2104,1.5,165,84,11,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
64.0,7018,4,3,5,5,1979,1979,0.0,3,3,0,0,0,0,0,0,0,0,0,3,1120,1120,2240,0,2,0,6,3,12,8,0,0,1979.0,1,2,528,2,154,0,0,0,2240,2.0,0,30,30,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
80.0,10197,3,3,6,5,1961,1961,491.0,3,3,3,3,1,5,288,3,374,700,1362,3,1362,0,1362,1,1,1,3,3,6,8,1,3,1961.0,1,2,504,2,0,20,0,0,2724,2.5,20,47,47,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
63.0,9297,4,3,5,5,1976,1976,0.0,3,3,3,3,1,5,1606,1,0,122,1728,3,1728,0,1728,2,2,0,4,3,8,8,0,0,1976.0,1,2,560,2,0,0,0,0,3456,4.0,0,30,30,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
24.0,4928,3,3,6,5,1976,1976,0.0,3,3,4,3,1,5,120,1,0,958,1078,3,958,0,958,0,2,0,2,3,5,8,1,3,1977.0,2,2,440,2,0,205,0,0,2036,2.0,205,31,31,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
67.0,8777,4,3,5,7,1900,2003,0.0,3,3,3,3,1,5,1084,1,0,188,1272,4,1272,928,2200,2,2,2,4,3,9,8,0,0,0.0,0,0,0,0,0,70,0,0,3472,5.0,70,108,5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57.0,8924,3,3,7,5,1998,1999,0.0,3,3,4,3,3,1,0,1,0,880,880,5,880,844,1724,0,2,1,3,4,8,8,0,0,1998.0,3,2,527,2,120,155,0,0,2604,2.5,155,10,9,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
70.0,8120,4,3,4,7,1970,1970,0.0,3,4,3,3,1,5,191,1,0,673,864,5,864,0,864,0,1,0,3,3,5,8,0,0,1994.0,1,2,463,2,0,0,0,0,1728,1.0,0,39,39,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
60.0,7200,4,3,4,5,1950,1950,0.0,3,3,0,0,0,0,0,0,0,0,0,3,1040,0,1040,0,1,0,2,3,4,8,0,0,1950.0,1,2,420,2,0,29,0,0,1040,1.0,29,56,56,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
88.0,10994,3,3,8,5,2005,2006,366.0,4,3,4,4,1,6,976,1,0,868,1844,5,1844,0,1844,1,2,0,2,4,7,8,1,4,2005.0,3,2,620,2,165,44,0,0,3688,3.0,44,4,3,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
60.0,9060,4,3,5,6,1957,2006,98.0,3,3,0,0,0,0,0,0,0,0,0,5,1340,0,1340,0,1,0,3,3,7,8,1,4,1957.0,2,1,252,2,116,0,0,0,1340,1.0,0,50,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
65.0,14006,3,3,7,5,2002,2002,144.0,4,3,4,3,0,1,0,1,0,936,936,5,936,840,1776,0,2,1,3,4,7,8,1,3,2002.0,2,2,474,2,144,96,0,0,2712,2.5,96,4,4,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
71.0,8197,4,3,6,5,1977,1977,148.0,3,3,3,3,1,1,0,1,0,660,660,5,1285,0,1285,0,1,1,3,3,7,8,1,3,1977.0,2,2,528,2,138,0,0,0,1945,1.5,0,30,30,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
60.0,8160,4,3,5,6,1940,1950,0.0,3,3,3,3,1,5,312,1,0,444,756,2,756,378,1134,1,1,1,3,3,7,8,0,0,1940.0,1,1,240,1,0,0,0,0,1890,2.5,0,67,57,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
